date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:34:55	32668/32668	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:11:00%20GMT	http://azim.commonsupport.com/Biztech/faq.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/faq.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:55	34495/34495	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:16:06%20GMT	http://azim.commonsupport.com/Biztech/testimonial.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/testimonial.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:56	25977/25977	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:52%20GMT	http://azim.commonsupport.com/Biztech/error.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/error.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:56	44025/44025	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:15:46%20GMT	http://azim.commonsupport.com/Biztech/shop.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/shop.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:56	45046/45046	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:15:38%20GMT	http://azim.commonsupport.com/Biztech/shop-details.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/shop-details.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:57	32612/32612	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:24%20GMT	http://azim.commonsupport.com/Biztech/cart.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/cart.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:57	38127/38127	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:32%20GMT	http://azim.commonsupport.com/Biztech/checkout.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/checkout.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:57	28590/28590	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:11:08%20GMT	http://azim.commonsupport.com/Biztech/feature-element-1.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/feature-element-1.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:58	28011/28011	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:11:16%20GMT	http://azim.commonsupport.com/Biztech/feature-element-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/feature-element-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:58	27915/27915	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:11:24%20GMT	http://azim.commonsupport.com/Biztech/feature-element-3.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/feature-element-3.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:58	27372/27372	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:11:34%20GMT	http://azim.commonsupport.com/Biztech/feature-element-4.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/feature-element-4.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:59	33017/33017	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:14:56%20GMT	http://azim.commonsupport.com/Biztech/service-element-1.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/service-element-1.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:34:59	31668/31668	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:15:02%20GMT	http://azim.commonsupport.com/Biztech/service-element-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/service-element-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:00	29958/29958	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:15:10%20GMT	http://azim.commonsupport.com/Biztech/service-element-3.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/service-element-3.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:00	28778/28778	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:15:16%20GMT	http://azim.commonsupport.com/Biztech/service-element-4.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/service-element-4.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:00	28489/28489	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:09:10%20GMT	http://azim.commonsupport.com/Biztech/about-element-1.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/about-element-1.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:01	28230/28230	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:09:24%20GMT	http://azim.commonsupport.com/Biztech/about-element-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/about-element-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:01	28282/28282	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:09:36%20GMT	http://azim.commonsupport.com/Biztech/about-element-3.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/about-element-3.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:01	33266/33266	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:13:44%20GMT	http://azim.commonsupport.com/Biztech/project-element-1.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/project-element-1.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:02	28670/28670	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:13:50%20GMT	http://azim.commonsupport.com/Biztech/project-element-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/project-element-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:02	28574/28574	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:13:56%20GMT	http://azim.commonsupport.com/Biztech/project-element-3.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/project-element-3.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:02	28186/28186	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:14:04%20GMT	http://azim.commonsupport.com/Biztech/project-element-4.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/project-element-4.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:03	27946/27946	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:16:12%20GMT	http://azim.commonsupport.com/Biztech/working-element-1.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/working-element-1.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:03	27774/27774	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:16:20%20GMT	http://azim.commonsupport.com/Biztech/working-element-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/working-element-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:03	28242/28242	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:16:26%20GMT	http://azim.commonsupport.com/Biztech/working-element-3.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/working-element-3.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:04	28070/28070	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:16:32%20GMT	http://azim.commonsupport.com/Biztech/working-element-4.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/working-element-4.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:04	29646/29646	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:12:14%20GMT	http://azim.commonsupport.com/Biztech/news-element-1.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/news-element-1.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:04	29004/29004	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:12:20%20GMT	http://azim.commonsupport.com/Biztech/news-element-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/news-element-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:05	30465/30465	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:12:26%20GMT	http://azim.commonsupport.com/Biztech/news-element-3.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/news-element-3.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:05	29787/29787	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:12:34%20GMT	http://azim.commonsupport.com/Biztech/news-element-4.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/news-element-4.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:06	26410/26410	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:40%20GMT	http://azim.commonsupport.com/Biztech/clients-element.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/clients-element.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:06	40745/40745	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:10%20GMT	http://azim.commonsupport.com/Biztech/blog.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/blog.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:06	38286/38286	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:09:54%20GMT	http://azim.commonsupport.com/Biztech/blog-2.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/blog-2.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:07	36540/36540	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:02%20GMT	http://azim.commonsupport.com/Biztech/blog-details.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/blog-details.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:07	32808/32808	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2016:10:46%20GMT	http://azim.commonsupport.com/Biztech/contact.html	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/contact.html	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:08	23347/23347	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Sep%202022%2011:33:02%20GMT	http://azim.commonsupport.com/Biztech/assets/images/logo-2.png	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/logo-2.png	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:26	103123/103123	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2014:55:00%20GMT	http://azim.commonsupport.com/Biztech/assets/images/banner/banner-4.jpg	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/banner/banner-4.jpg	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:33	150537/150537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2014:54:44%20GMT	http://azim.commonsupport.com/Biztech/assets/images/banner/banner-3.jpg	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/banner/banner-3.jpg	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:34	161235/161235	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2014:54:30%20GMT	http://azim.commonsupport.com/Biztech/assets/images/banner/banner-2.jpg	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/banner/banner-2.jpg	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:39	29885/29885	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Sep%202022%2018:02:50%20GMT	http://azim.commonsupport.com/Biztech/assets/images/shape/shape-2.png	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/shape/shape-2.png	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:40	29910/29910	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Sep%202022%2018:05:48%20GMT	http://azim.commonsupport.com/Biztech/assets/images/shape/shape-3.png	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/shape/shape-3.png	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:43	241305/241305	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2014:54:20%20GMT	http://azim.commonsupport.com/Biztech/assets/images/banner/banner-1.jpg	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/banner/banner-1.jpg	(from http://azim.commonsupport.com/Biztech/index.html)
09:35:48	136463/136463	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Sep%202022%2014:55:14%20GMT	http://azim.commonsupport.com/Biztech/assets/images/banner/banner-5.jpg	C:/xampp/htdocs/central_space/azim.commonsupport.com/Biztech/assets/images/banner/banner-5.jpg	(from http://azim.commonsupport.com/Biztech/index.html)
